sku,month,sales_qty_raw,sales_status,unit,is_complete_month,target_qty,stock_qty_model,lag_1,lag_2,lag_3,lag_6,lag_12,opening_stock_lag_1,history_calendar_months,history_observed_months,mean_3,observations_3,mean_6,observations_6,std_6,missing_share_6,zero_share_6,month_number,days_in_month,history_sufficient,stock_qty_raw,stock_status
010400440_,2024-05-01,62.0,observed,шт,True,62.0,,59.0,5.0,3.0,,,,4,4,22.333333333333332,3.0,18.75,4.0,26.911893281595777,0.0,0.0,5,31,True,281.0,observed
010400440_,2024-06-01,30.0,observed,шт,True,30.0,,62.0,59.0,5.0,,,,5,5,42.0,3.0,27.4,5.0,30.286960890785988,0.0,0.0,6,30,True,219.0,observed
010400440_,2024-07-01,39.0,observed,шт,True,39.0,,30.0,62.0,59.0,8.0,,,6,6,50.333333333333336,3.0,27.833333333333332,6.0,27.110268657220395,0.0,0.0,7,31,True,188.0,observed
010400440_,2024-08-01,73.0,observed,шт,True,73.0,,39.0,30.0,62.0,3.0,,,7,7,43.666666666666664,3.0,33.0,6.0,25.47940344670573,0.0,0.0,8,31,True,305.0,observed
010400440_,2024-09-01,30.0,observed,шт,True,30.0,,73.0,39.0,30.0,5.0,,,8,8,47.333333333333336,3.0,44.666666666666664,6.0,25.017327328607,0.0,0.0,9,30,True,236.0,observed
010400440_,2024-10-01,58.0,observed,шт,True,58.0,,30.0,73.0,39.0,59.0,,,9,9,47.333333333333336,3.0,48.833333333333336,6.0,18.258331431614078,0.0,0.0,10,31,True,206.0,observed
010400440_,2024-11-01,44.0,observed,шт,True,44.0,,58.0,30.0,73.0,62.0,,,10,10,53.666666666666664,3.0,48.666666666666664,6.0,18.151216671801,0.0,0.0,11,30,True,138.0,observed
010400440_,2024-12-01,19.0,observed,шт,True,19.0,,44.0,58.0,30.0,30.0,,,11,11,44.0,3.0,45.666666666666664,6.0,16.95484198294595,0.0,0.0,12,31,True,143.0,observed
010400440_,2025-01-01,28.0,observed,шт,True,28.0,,19.0,44.0,58.0,39.0,8.0,,12,12,40.333333333333336,3.0,43.833333333333336,6.0,19.405325729465776,0.0,0.0,1,31,True,173.0,observed
010400440_,2025-02-01,32.0,observed,шт,True,32.0,,28.0,19.0,44.0,73.0,3.0,,13,13,30.333333333333332,3.0,42.0,6.0,20.44504830026087,0.0,0.0,2,28,True,166.0,observed
010400440_,2025-03-01,40.0,observed,шт,True,40.0,,32.0,28.0,19.0,30.0,5.0,,14,14,26.333333333333332,3.0,35.166666666666664,6.0,13.775582262346171,0.0,0.0,3,31,True,170.0,observed
010400440_,2025-04-01,43.0,observed,шт,True,43.0,,40.0,32.0,28.0,58.0,59.0,,15,15,33.333333333333336,3.0,36.833333333333336,6.0,13.629624597422575,0.0,0.0,4,30,True,130.0,observed
010400440_,2025-05-01,41.0,observed,шт,True,41.0,,43.0,40.0,32.0,44.0,62.0,,16,16,38.333333333333336,3.0,34.333333333333336,6.0,9.811557810392113,0.0,0.0,5,31,True,254.0,observed
010400440_,2025-06-01,40.0,observed,шт,True,40.0,,41.0,43.0,40.0,19.0,30.0,,17,17,41.333333333333336,3.0,33.833333333333336,6.0,9.282600210429536,0.0,0.0,6,30,True,213.0,observed
010400440_,2025-07-01,42.0,observed,шт,True,42.0,,40.0,41.0,43.0,28.0,39.0,,18,18,41.333333333333336,3.0,37.333333333333336,6.0,5.921711464320641,0.0,0.0,7,31,True,173.0,observed
010400440_,2025-08-01,38.0,observed,шт,True,38.0,,42.0,40.0,41.0,32.0,73.0,,19,19,41.0,3.0,39.666666666666664,6.0,3.932768321000682,0.0,0.0,8,31,True,151.0,observed
010400440_,2025-09-01,28.0,observed,шт,True,28.0,,38.0,42.0,40.0,40.0,30.0,,20,20,40.0,3.0,40.666666666666664,6.0,1.7511900715417876,0.0,0.0,9,30,True,128.0,observed
010400440_,2025-10-01,27.0,observed,шт,True,27.0,,28.0,38.0,42.0,43.0,58.0,,21,21,36.0,3.0,38.666666666666664,6.0,5.5015149428740555,0.0,0.0,10,31,True,150.0,observed
010400440_,2025-11-01,17.0,observed,шт,True,17.0,,27.0,28.0,38.0,41.0,44.0,,22,22,31.0,3.0,36.0,6.0,6.723094525588633,0.0,0.0,11,30,True,133.0,observed
010400440_,2025-12-01,22.0,observed,шт,True,22.0,,17.0,27.0,28.0,40.0,19.0,,23,23,24.0,3.0,32.0,6.0,9.654014708917728,0.0,0.0,12,31,True,146.0,observed
010400440_,2026-01-01,19.0,observed,шт,True,19.0,,22.0,17.0,27.0,42.0,28.0,,24,24,22.0,3.0,29.0,6.0,9.465727652959377,0.0,0.0,1,31,True,124.0,observed
010400440_,2026-02-01,18.0,observed,шт,True,18.0,,19.0,22.0,17.0,38.0,32.0,,25,25,19.333333333333332,3.0,25.166666666666668,6.0,7.626707459098356,0.0,0.0,2,28,True,104.0,observed
010400440_,2026-03-01,6.0,observed,шт,True,6.0,,18.0,19.0,22.0,28.0,40.0,,26,26,19.666666666666668,3.0,21.833333333333332,6.0,4.7081489639418255,0.0,0.0,3,31,True,86.0,observed
010400440_,2026-04-01,19.0,observed,шт,True,19.0,,6.0,18.0,19.0,27.0,43.0,,27,27,14.333333333333334,3.0,18.166666666666668,6.0,6.968978882638867,0.0,0.0,4,30,True,100.0,observed
010400440_,2026-05-01,17.0,observed,шт,True,17.0,,19.0,6.0,18.0,17.0,41.0,,28,28,14.333333333333334,3.0,16.833333333333332,6.0,5.564770136013387,0.0,0.0,5,31,True,82.0,observed
010400440_,2026-06-01,22.0,observed,шт,True,22.0,,17.0,19.0,6.0,22.0,40.0,,29,29,14.0,3.0,16.833333333333332,6.0,5.564770136013387,0.0,0.0,6,30,True,65.0,observed
010400440_,2026-07-01,17.0,observed,шт,True,17.0,,22.0,17.0,19.0,19.0,42.0,,30,30,19.333333333333332,3.0,16.833333333333332,6.0,5.564770136013387,0.0,0.0,7,31,True,42.0,observed
010400440_,2026-08-01,9.0,observed,шт,True,9.0,,17.0,22.0,17.0,18.0,38.0,,31,31,18.666666666666668,3.0,16.5,6.0,5.468089245796908,0.0,0.0,8,31,True,45.0,observed
010400440_,2026-09-01,8.0,observed,шт,False,,,9.0,17.0,22.0,6.0,28.0,,32,32,16.0,3.0,15.0,6.0,6.16441400296896,0.0,0.0,9,30,True,46.0,observed
010400441_,2024-01-01,,blank,шт,True,,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,1.0,observed
010400441_,2024-02-01,,blank,шт,True,,,,,,,,,1,0,,0.0,,0.0,,1.0,,2,29,False,1.0,observed
010400441_,2024-03-01,2.0,observed,шт,True,2.0,,,,,,,,2,0,,0.0,,0.0,,1.0,,3,31,False,1.0,observed
010400441_,2024-04-01,30.0,observed,шт,True,30.0,,2.0,,,,,,3,1,2.0,1.0,2.0,1.0,,0.6666666666666667,0.0,4,30,False,59.0,observed
010400441_,2024-05-01,32.0,observed,шт,True,32.0,,30.0,2.0,,,,,4,2,16.0,2.0,16.0,2.0,19.79898987322333,0.5,0.0,5,31,False,150.0,observed
010400441_,2024-06-01,23.0,observed,шт,True,23.0,,32.0,30.0,2.0,,,,5,3,21.333333333333332,3.0,21.333333333333332,3.0,16.77299416721217,0.4,0.0,6,30,True,118.0,observed
010400441_,2024-07-01,40.0,observed,шт,True,40.0,,23.0,32.0,30.0,,,,6,4,28.333333333333332,3.0,21.75,4.0,13.720422734012244,0.33333333333333337,0.0,7,31,True,95.0,observed
010400441_,2024-08-01,41.0,observed,шт,True,41.0,,40.0,23.0,32.0,,,,7,5,31.666666666666668,3.0,25.4,5.0,14.415269681833914,0.16666666666666663,0.0,8,31,True,144.0,observed
010400441_,2024-09-01,19.0,observed,шт,True,19.0,,41.0,40.0,23.0,2.0,,,8,6,34.666666666666664,3.0,28.0,6.0,14.380542409798041,0.0,0.0,9,30,True,104.0,observed
010400441_,2024-10-01,120.0,observed,шт,True,120.0,,19.0,41.0,40.0,30.0,,,9,7,33.333333333333336,3.0,30.833333333333332,6.0,8.841191473249898,0.0,0.0,10,31,True,135.0,observed
010400441_,2024-11-01,10.0,observed,шт,True,10.0,,120.0,19.0,41.0,32.0,,,10,8,60.0,3.0,45.833333333333336,6.0,37.392066894819635,0.0,0.0,11,30,True,3.0,observed
010400441_,2024-12-01,59.0,observed,шт,True,59.0,,10.0,120.0,19.0,23.0,,,11,9,49.666666666666664,3.0,42.166666666666664,6.0,40.007082706274225,0.0,0.0,12,31,True,187.0,observed
010400441_,2025-01-01,52.0,observed,шт,True,52.0,,59.0,10.0,120.0,40.0,,,12,10,63.0,3.0,48.166666666666664,6.0,39.25005307852037,0.0,0.0,1,31,True,133.0,observed
010400441_,2025-02-01,19.0,observed,шт,True,19.0,,52.0,59.0,10.0,41.0,,,13,11,40.333333333333336,3.0,50.166666666666664,6.0,39.05594278297051,0.0,0.0,2,28,True,107.0,observed
010400441_,2025-03-01,16.0,observed,шт,True,16.0,,19.0,52.0,59.0,19.0,2.0,,14,12,43.333333333333336,3.0,46.5,6.0,41.06945336865344,0.0,0.0,3,31,True,147.0,observed
010400441_,2025-04-01,22.0,observed,шт,True,22.0,,16.0,19.0,52.0,120.0,30.0,,15,13,29.0,3.0,46.0,6.0,41.4873474688368,0.0,0.0,4,30,True,297.0,observed
010400441_,2025-05-01,13.0,observed,шт,True,13.0,,22.0,16.0,19.0,10.0,32.0,,16,14,19.0,3.0,29.666666666666668,6.0,20.51990903163721,0.0,0.0,5,31,True,275.0,observed
010400441_,2025-06-01,18.0,observed,шт,True,18.0,,13.0,22.0,16.0,59.0,23.0,,17,15,17.0,3.0,30.166666666666668,6.0,19.974149961053822,0.0,0.0,6,30,True,262.0,observed
010400441_,2025-07-01,17.0,observed,шт,True,17.0,,18.0,13.0,22.0,52.0,40.0,,18,16,17.666666666666668,3.0,23.333333333333332,6.0,14.361986863476323,0.0,0.0,7,31,True,244.0,observed
010400441_,2025-08-01,34.0,observed,шт,True,34.0,,17.0,18.0,13.0,19.0,41.0,,19,17,16.0,3.0,17.5,6.0,3.016620625799658,0.0,0.0,8,31,True,227.0,observed
010400441_,2025-09-01,16.0,observed,шт,True,16.0,,34.0,17.0,18.0,16.0,19.0,,20,18,23.0,3.0,20.0,6.0,7.45654075292289,0.0,0.0,9,30,True,193.0,observed
010400441_,2025-10-01,13.0,observed,шт,True,13.0,,16.0,34.0,17.0,22.0,120.0,,21,19,22.333333333333332,3.0,20.0,6.0,7.45654075292289,0.0,0.0,10,31,True,177.0,observed
010400441_,2025-11-01,29.0,observed,шт,True,29.0,,13.0,16.0,34.0,13.0,10.0,,22,20,21.0,3.0,18.5,6.0,7.867655305108371,0.0,0.0,11,30,True,164.0,observed
010400441_,2025-12-01,22.0,observed,шт,True,22.0,,29.0,13.0,16.0,18.0,59.0,,23,21,19.333333333333332,3.0,21.166666666666668,6.0,8.328665359267744,0.0,0.0,12,31,True,135.0,observed
010400441_,2026-01-01,6.0,observed,шт,True,6.0,,22.0,29.0,13.0,17.0,52.0,,24,22,21.333333333333332,3.0,21.833333333333332,6.0,8.183316361150073,0.0,0.0,1,31,True,113.0,observed
010400441_,2026-02-01,15.0,observed,шт,True,15.0,,6.0,22.0,29.0,34.0,19.0,,25,23,19.0,3.0,20.0,6.0,10.411532067856289,0.0,0.0,2,28,True,105.0,observed
010400441_,2026-03-01,15.0,observed,шт,True,15.0,,15.0,6.0,22.0,16.0,16.0,,26,24,14.333333333333334,3.0,16.833333333333332,6.0,7.884584115009912,0.0,0.0,3,31,True,90.0,observed
010400441_,2026-04-01,9.0,observed,шт,True,9.0,,15.0,15.0,6.0,13.0,22.0,,27,25,12.0,3.0,16.666666666666668,6.0,7.916228058025276,0.0,0.0,4,30,True,73.0,observed
010400441_,2026-05-01,17.0,observed,шт,True,17.0,,9.0,15.0,15.0,29.0,13.0,,28,26,13.0,3.0,16.0,6.0,8.438009243891594,0.0,0.0,5,31,True,59.0,observed
010400441_,2026-06-01,13.0,observed,шт,True,13.0,,17.0,9.0,15.0,22.0,18.0,,29,27,13.666666666666666,3.0,14.0,6.0,5.727128425310545,0.0,0.0,6,30,True,42.0,observed
010400441_,2026-07-01,19.0,observed,шт,True,19.0,,13.0,17.0,9.0,6.0,17.0,,30,28,13.0,3.0,12.5,6.0,4.183300132670387,0.0,0.0,7,31,True,29.0,observed
010400441_,2026-08-01,14.0,observed,шт,True,14.0,,19.0,13.0,17.0,15.0,34.0,,31,29,16.333333333333332,3.0,14.666666666666666,6.0,3.4448028487370195,0.0,0.0,8,31,True,55.0,observed
010400441_,2026-09-01,11.0,observed,шт,False,,,14.0,19.0,13.0,15.0,16.0,,32,30,15.333333333333334,3.0,14.5,6.0,3.4496376621320715,0.0,0.0,9,30,True,38.0,observed
010400444_,2024-01-01,61.0,observed,шт,True,61.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,86.0,observed
010400444_,2024-02-01,2.0,observed,шт,True,2.0,,61.0,,,,,,1,1,61.0,1.0,61.0,1.0,,0.0,0.0,2,29,False,13.0,observed
010400444_,2024-03-01,19.0,observed,шт,True,19.0,,2.0,61.0,,,,,2,2,31.5,2.0,31.5,2.0,41.71930009000631,0.0,0.0,3,31,False,11.0,observed
010400444_,2024-04-01,149.0,observed,шт,True,149.0,,19.0,2.0,61.0,,,,3,3,27.333333333333332,3.0,27.333333333333332,3.0,30.369941279714936,0.0,0.0,4,30,True,142.0,observed
010400444_,2024-05-01,115.0,observed,шт,True,115.0,,149.0,19.0,2.0,,,,4,4,56.666666666666664,3.0,57.75,4.0,65.69309958689217,0.0,0.0,5,31,True,624.0,observed
010400444_,2024-06-01,133.0,observed,шт,True,133.0,,115.0,149.0,19.0,,,,5,5,94.33333333333333,3.0,69.2,5.0,62.38749874774593,0.0,0.0,6,30,True,509.0,observed
010400444_,2024-07-01,128.0,observed,шт,True,128.0,,133.0,115.0,149.0,61.0,,,6,6,132.33333333333334,3.0,79.83333333333333,6.0,61.58057052891493,0.0,0.0,7,31,True,376.0,observed
010400444_,2024-08-01,152.0,observed,шт,True,152.0,,128.0,133.0,115.0,2.0,,,7,7,125.33333333333333,3.0,91.0,6.0,63.52637247631883,0.0,0.0,8,31,True,559.0,observed
010400444_,2024-09-01,124.0,observed,шт,True,124.0,,152.0,128.0,133.0,19.0,,,8,8,137.66666666666666,3.0,116.0,6.0,49.453007997491916,0.0,0.0,9,30,True,406.0,observed
010400444_,2024-10-01,140.0,observed,шт,True,140.0,,124.0,152.0,128.0,149.0,,,9,9,134.66666666666666,3.0,133.5,6.0,14.46029045351439,0.0,0.0,10,31,True,382.0,observed
010400444_,2024-11-01,128.0,observed,шт,True,128.0,,140.0,124.0,152.0,115.0,,,10,10,138.66666666666666,3.0,132.0,6.0,12.915107432770329,0.0,0.0,11,30,True,311.0,observed
010400444_,2024-12-01,96.0,observed,шт,True,96.0,,128.0,140.0,124.0,133.0,,,11,11,130.66666666666666,3.0,134.16666666666666,6.0,10.323113225508385,0.0,0.0,12,31,True,388.0,observed
010400444_,2025-01-01,105.0,observed,шт,True,105.0,,96.0,128.0,140.0,128.0,61.0,,12,12,121.33333333333333,3.0,128.0,6.0,18.761663039293715,0.0,0.0,1,31,True,419.0,observed
010400444_,2025-02-01,96.0,observed,шт,True,96.0,,105.0,96.0,128.0,152.0,2.0,,13,13,109.66666666666667,3.0,124.16666666666667,6.0,20.980149348054383,0.0,0.0,2,28,True,404.0,observed
010400444_,2025-03-01,99.0,observed,шт,True,99.0,,96.0,105.0,96.0,124.0,19.0,,14,14,99.0,3.0,114.83333333333333,6.0,18.421907248346116,0.0,0.0,3,31,True,454.0,observed
010400444_,2025-04-01,93.0,observed,шт,True,93.0,,99.0,96.0,105.0,140.0,149.0,,15,15,100.0,3.0,110.66666666666667,6.0,18.75810935746637,0.0,0.0,4,30,True,353.0,observed
010400444_,2025-05-01,102.0,observed,шт,True,102.0,,93.0,99.0,96.0,128.0,115.0,,16,16,96.0,3.0,102.83333333333333,6.0,12.983322635853574,0.0,0.0,5,31,True,749.0,observed
010400444_,2025-06-01,104.0,observed,шт,True,104.0,,102.0,93.0,99.0,96.0,133.0,,17,17,98.0,3.0,98.5,6.0,4.415880433164075,0.0,0.0,6,30,True,647.0,observed
010400444_,2025-07-01,114.0,observed,шт,True,114.0,,104.0,102.0,93.0,105.0,128.0,,18,18,99.66666666666667,3.0,99.83333333333333,6.0,4.708148963941978,0.0,0.0,7,31,True,543.0,observed
010400444_,2025-08-01,105.0,observed,шт,True,105.0,,114.0,104.0,102.0,96.0,152.0,,19,19,106.66666666666667,3.0,101.33333333333333,6.0,7.366591251499424,0.0,0.0,8,31,True,429.0,observed
010400444_,2025-09-01,84.0,observed,шт,True,84.0,,105.0,114.0,104.0,99.0,124.0,,20,20,107.66666666666667,3.0,102.83333333333333,6.0,6.968978882638959,0.0,0.0,9,30,True,354.0,observed
010400444_,2025-10-01,58.0,observed,шт,True,58.0,,84.0,105.0,114.0,93.0,140.0,,21,21,101.0,3.0,100.33333333333333,6.0,10.443498775155186,0.0,0.0,10,31,True,420.0,observed
010400444_,2025-11-01,34.0,observed,шт,True,34.0,,58.0,84.0,105.0,102.0,128.0,,22,22,82.33333333333333,3.0,94.5,6.0,20.393626455341423,0.0,0.0,11,30,True,392.0,observed
010400444_,2025-12-01,40.0,observed,шт,True,40.0,,34.0,58.0,84.0,104.0,96.0,,23,23,58.666666666666664,3.0,83.16666666666667,6.0,31.345919457987968,0.0,0.0,12,31,True,418.0,observed
010400444_,2026-01-01,33.0,observed,шт,True,33.0,,40.0,34.0,58.0,114.0,105.0,,24,24,44.0,3.0,72.5,6.0,33.64372155395421,0.0,0.0,1,31,True,378.0,observed
010400444_,2026-02-01,40.0,observed,шт,True,40.0,,33.0,40.0,34.0,105.0,96.0,,25,25,35.666666666666664,3.0,59.0,6.0,29.678274882479332,0.0,0.0,2,28,True,340.0,observed
010400444_,2026-03-01,13.0,observed,шт,True,13.0,,40.0,33.0,40.0,84.0,99.0,,26,26,37.666666666666664,3.0,48.166666666666664,6.0,19.72223787166839,0.0,0.0,3,31,True,280.0,observed
010400444_,2026-04-01,57.0,observed,шт,True,57.0,,13.0,40.0,33.0,58.0,93.0,,27,27,28.666666666666668,3.0,36.333333333333336,6.0,14.54189350348405,0.0,0.0,4,30,True,272.0,observed
010400444_,2026-05-01,55.0,observed,шт,True,55.0,,57.0,13.0,40.0,34.0,102.0,,28,28,36.666666666666664,3.0,36.166666666666664,6.0,14.246637030073856,0.0,0.0,5,31,True,222.0,observed
010400444_,2026-06-01,53.0,observed,шт,True,53.0,,55.0,57.0,13.0,40.0,104.0,,29,29,41.666666666666664,3.0,39.666666666666664,6.0,16.070677231114793,0.0,0.0,6,30,True,167.0,observed
010400444_,2026-07-01,32.0,observed,шт,True,32.0,,53.0,55.0,57.0,33.0,114.0,,30,30,55.0,3.0,41.833333333333336,6.0,16.975472502015116,0.0,0.0,7,31,True,114.0,observed
010400444_,2026-08-01,42.0,observed,шт,True,42.0,,32.0,53.0,55.0,40.0,105.0,,31,31,46.666666666666664,3.0,41.666666666666664,6.0,17.084105673598234,0.0,0.0,8,31,True,132.0,observed
010400444_,2026-09-01,20.0,observed,шт,False,,,42.0,32.0,53.0,13.0,84.0,,32,32,42.333333333333336,3.0,42.0,6.0,17.06458320616137,0.0,0.0,9,30,True,90.0,observed
010400445_,2024-01-01,13.0,observed,шт,True,13.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,15.0,observed
010400445_,2024-02-01,2.0,observed,шт,True,2.0,,13.0,,,,,,1,1,13.0,1.0,13.0,1.0,,0.0,0.0,2,29,False,1.0,observed
010400445_,2024-03-01,9.0,observed,шт,True,9.0,,2.0,13.0,,,,,2,2,7.5,2.0,7.5,2.0,7.7781745930520225,0.0,0.0,3,31,False,59.0,observed
010400445_,2024-04-01,33.0,observed,шт,True,33.0,,9.0,2.0,13.0,,,,3,3,8.0,3.0,8.0,3.0,5.5677643628300215,0.0,0.0,4,30,True,95.0,observed
010400445_,2024-05-01,28.0,observed,шт,True,28.0,,33.0,9.0,2.0,,,,4,4,14.666666666666666,3.0,14.25,4.0,13.30100246848585,0.0,0.0,5,31,True,214.0,observed
010400445_,2024-06-01,23.0,observed,шт,True,23.0,,28.0,33.0,9.0,,,,5,5,23.333333333333332,3.0,17.0,5.0,13.057564857200596,0.0,0.0,6,30,True,186.0,observed
010400445_,2024-07-01,27.0,observed,шт,True,27.0,,23.0,28.0,33.0,13.0,,,6,6,28.0,3.0,18.0,6.0,11.933147112141038,0.0,0.0,7,31,True,163.0,observed
010400445_,2024-08-01,77.0,observed,шт,True,77.0,,27.0,23.0,28.0,2.0,,,7,7,26.0,3.0,20.333333333333332,6.0,12.127104628338401,0.0,0.0,8,31,True,190.0,observed
010400445_,2024-09-01,54.0,observed,шт,True,54.0,,77.0,27.0,23.0,9.0,,,8,8,42.333333333333336,3.0,32.833333333333336,6.0,23.120697798004855,0.0,0.0,9,30,True,116.0,observed
010400445_,2024-10-01,67.0,observed,шт,True,67.0,,54.0,77.0,27.0,33.0,,,9,9,52.666666666666664,3.0,40.333333333333336,6.0,21.04914883473122,0.0,0.0,10,31,True,102.0,observed
010400445_,2024-11-01,46.0,observed,шт,True,46.0,,67.0,54.0,77.0,28.0,,,10,10,66.0,3.0,46.0,6.0,23.151673805580447,0.0,0.0,11,30,True,45.0,observed
010400445_,2024-12-01,33.0,observed,шт,True,33.0,,46.0,67.0,54.0,23.0,,,11,11,55.666666666666664,3.0,49.0,6.0,21.45693361130616,0.0,0.0,12,31,True,115.0,observed
010400445_,2025-01-01,27.0,observed,шт,True,27.0,,33.0,46.0,67.0,27.0,13.0,,12,12,48.666666666666664,3.0,50.666666666666664,6.0,19.314933773292275,0.0,0.0,1,31,True,128.0,observed
010400445_,2025-02-01,16.0,observed,шт,True,16.0,,27.0,33.0,46.0,77.0,2.0,,13,13,35.333333333333336,3.0,50.666666666666664,6.0,19.314933773292275,0.0,0.0,2,28,True,139.0,observed
010400445_,2025-03-01,23.0,observed,шт,True,23.0,,16.0,27.0,33.0,54.0,9.0,,14,14,25.333333333333332,3.0,40.5,6.0,18.72698587600258,0.0,0.0,3,31,True,166.0,observed
010400445_,2025-04-01,48.0,observed,шт,True,48.0,,23.0,16.0,27.0,67.0,33.0,,15,15,22.0,3.0,35.333333333333336,6.0,18.53285371082033,0.0,0.0,4,30,True,287.0,observed
010400445_,2025-05-01,28.0,observed,шт,True,28.0,,48.0,23.0,16.0,46.0,28.0,,16,16,29.0,3.0,32.166666666666664,6.0,12.765839833973592,0.0,0.0,5,31,True,239.0,observed
010400445_,2025-06-01,48.0,observed,шт,True,48.0,,28.0,48.0,23.0,33.0,23.0,,17,17,33.0,3.0,29.166666666666668,6.0,10.83358974055539,0.0,0.0,6,30,True,211.0,observed
010400445_,2025-07-01,49.0,observed,шт,True,49.0,,48.0,28.0,48.0,27.0,27.0,,18,18,41.333333333333336,3.0,31.666666666666668,6.0,13.336666250104143,0.0,0.0,7,31,True,163.0,observed
010400445_,2025-08-01,34.0,observed,шт,True,34.0,,49.0,48.0,28.0,16.0,77.0,,19,19,41.666666666666664,3.0,35.333333333333336,6.0,14.746751054610868,0.0,0.0,8,31,True,154.0,observed
010400445_,2025-09-01,34.0,observed,шт,True,34.0,,34.0,49.0,48.0,23.0,54.0,,20,20,43.666666666666664,3.0,38.333333333333336,6.0,11.500724614852174,0.0,0.0,9,30,True,140.0,observed
010400445_,2025-10-01,62.0,observed,шт,True,62.0,,34.0,34.0,49.0,48.0,67.0,,21,21,39.0,3.0,40.166666666666664,6.0,9.217736526212207,0.0,0.0,10,31,True,146.0,observed
010400445_,2025-11-01,34.0,observed,шт,True,34.0,,62.0,34.0,34.0,28.0,46.0,,22,22,43.333333333333336,3.0,42.5,6.0,12.708265027138832,0.0,0.0,11,30,True,104.0,observed
010400445_,2025-12-01,21.0,observed,шт,True,21.0,,34.0,62.0,34.0,48.0,33.0,,23,23,43.333333333333336,3.0,43.5,6.0,11.51954860226736,0.0,0.0,12,31,True,140.0,observed
010400445_,2026-01-01,20.0,observed,шт,True,20.0,,21.0,34.0,62.0,49.0,27.0,,24,24,39.0,3.0,39.0,6.0,14.338758663147939,0.0,0.0,1,31,True,119.0,observed
010400445_,2026-02-01,7.0,observed,шт,True,7.0,,20.0,21.0,34.0,34.0,16.0,,25,25,25.0,3.0,34.166666666666664,6.0,15.15805616385778,0.0,0.0,2,28,True,99.0,observed
010400445_,2026-03-01,17.0,observed,шт,True,17.0,,7.0,20.0,21.0,34.0,23.0,,26,26,16.0,3.0,29.666666666666668,6.0,18.790068298616347,0.0,0.0,3,31,True,110.0,observed
010400445_,2026-04-01,9.0,observed,шт,True,9.0,,17.0,7.0,20.0,62.0,48.0,,27,27,14.666666666666666,3.0,26.833333333333332,6.0,19.281251688276548,0.0,0.0,4,30,True,97.0,observed
010400445_,2026-05-01,16.0,observed,шт,True,16.0,,9.0,17.0,7.0,34.0,28.0,,28,28,11.0,3.0,18.0,6.0,9.715966241192941,0.0,0.0,5,31,True,91.0,observed
010400445_,2026-06-01,16.0,observed,шт,True,16.0,,16.0,9.0,17.0,21.0,48.0,,29,29,14.0,3.0,15.0,6.0,5.7619441163552585,0.0,0.0,6,30,True,75.0,observed
010400445_,2026-07-01,17.0,observed,шт,True,17.0,,16.0,16.0,9.0,20.0,49.0,,30,30,13.666666666666666,3.0,14.166666666666666,6.0,5.036533199202372,0.0,0.0,7,31,True,59.0,observed
010400445_,2026-08-01,23.0,observed,шт,True,23.0,,17.0,16.0,16.0,7.0,34.0,,31,31,16.333333333333332,3.0,13.666666666666666,6.0,4.4572039067859235,0.0,0.0,8,31,True,64.0,observed
010400445_,2026-09-01,19.0,observed,шт,False,,,23.0,17.0,16.0,17.0,34.0,,32,32,18.666666666666668,3.0,16.333333333333332,6.0,4.457203906785914,0.0,0.0,9,30,True,39.0,observed
010400447_,2024-01-01,41.0,observed,шт,True,41.0,,,,,,,,0,0,,0.0,,0.0,,,,1,31,False,49.0,observed
010400447_,2024-02-01,21.0,observed,шт,True,21.0,,41.0,,,,,,1,1,41.0,1.0,41.0,1.0,,0.0,0.0,2,29,False,3.0,observed
010400447_,2024-03-01,62.0,observed,шт,True,62.0,,21.0,41.0,,,,,2,2,31.0,2.0,31.0,2.0,14.142135623730951,0.0,0.0,3,31,False,112.0,observed
010400447_,2024-04-01,105.0,observed,шт,True,105.0,,62.0,21.0,41.0,,,,3,3,41.333333333333336,3.0,41.333333333333336,3.0,20.502032419575706,0.0,0.0,4,30,True,160.0,observed
010400447_,2024-05-01,74.0,observed,шт,True,74.0,,105.0,62.0,21.0,,,,4,4,62.666666666666664,3.0,57.25,4.0,35.96641952340173,0.0,0.0,5,31,True,501.0,observed
010400447_,2024-06-01,103.0,observed,шт,True,103.0,,74.0,105.0,62.0,,,,5,5,80.33333333333333,3.0,60.6,5.0,32.035917342882506,0.0,0.0,6,30,True,427.0,observed
010400447_,2024-07-01,122.0,observed,шт,True,122.0,,103.0,74.0,105.0,41.0,,,6,6,94.0,3.0,67.66666666666667,6.0,33.47635981803676,0.0,0.0,7,31,True,324.0,observed
010400447_,2024-08-01,143.0,observed,шт,True,143.0,,122.0,103.0,74.0,21.0,,,7,7,99.66666666666667,3.0,81.16666666666667,6.0,36.7446141178087,0.0,0.0,8,31,True,450.0,observed
010400447_,2024-09-01,98.0,observed,шт,True,98.0,,143.0,122.0,103.0,62.0,,,8,8,122.66666666666667,3.0,101.5,6.0,29.9115362360411,0.0,0.0,9,30,True,312.0,observed
010400447_,2024-10-01,129.0,observed,шт,True,129.0,,98.0,143.0,122.0,105.0,,,9,9,121.0,3.0,107.5,6.0,23.27874567067564,0.0,0.0,10,31,True,334.0,observed
